10,120,1.25,300,32.5,300,40,800,1500,100,180,100
10,120,4.25,300,32.5,300,40,800,1500,100,180,100
10,120,4.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,7.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.25,300,33,300,40,800,1500,100,180,100
10,120,2.5,300,32.25,300,40,800,1500,100,180,100
10,120,7.5,300,32.25,300,40,800,1500,100,180,100
10,120,5.25,300,32,300,40,800,1500,100,180,100
10,120,3.25,300,32.5,300,40,800,1500,100,180,100
10,120,2.5,300,32.25,300,40,800,1500,100,180,100
10,120,1.5,300,32.25,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,4.5,300,33,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,1.5,300,32.25,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,4.5,300,32.25,300,40,800,1500,100,180,100
10,120,8.5,300,33,300,40,800,1500,100,180,100
10,120,3.5,300,32.75,300,40,800,1500,100,180,100
10,120,4.5,300,33,300,40,800,1500,100,180,100
10,120,2.5,300,32.25,300,40,800,1500,100,180,100
10,120,3.5,300,32.75,300,40,800,1500,100,180,100
10,120,4.5,300,32.25,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,1.5,300,32.25,300,40,800,1500,100,180,100
10,120,7.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,1.5,300,32.75,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,2.5,300,32.25,300,40,800,1500,100,180,100
10,120,2.25,300,33,300,40,800,1500,100,180,100
10,120,6.5,300,33,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,3.5,300,32.75,300,40,800,1500,100,180,100
10,120,8.5,300,33,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.5,300,32.75,300,40,800,1500,100,180,100
10,120,3.25,300,32.5,300,40,800,1500,100,180,100
10,120,1.5,300,32.75,300,40,800,1500,100,180,100
10,120,3.5,300,32.75,300,40,800,1500,100,180,100
10,120,2.5,300,32.25,300,40,800,1500,100,180,100
10,120,1.5,300,33,300,40,800,1500,100,180,100
10,120,1.5,300,32.25,300,40,800,1500,100,180,100
